video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
3026084730,2205,640,480,what did the man in the middle do with his spectacles after he took it out,0,9,TN,folds the spectacles,stand up,snaps his fingers,snip of some hair,press the buttons
3383804222,999,640,480,what is the response of the older panda as the baby panda scratches it in the middle,3,3,TC,lie on it,move around,paw at it,elated,touch his arm
3526597179,807,640,360,what did the lady in white do after the lady in yellow turned to the man,1,8,TN,hit her with cushion,moved,holds onto a plastic box,try to take microphone,play guitar
4378803532,1310,640,480,what did the girl in red do after she approached the boy to look at the sparkles,4,8,TN,give her something,take photo,touch the baby s chin,happy,walk away
6018490041,825,640,480,why did the man in white stomp his right feet before the game,0,3,CW,getting ready,stomping on grass,trying to make himself taller,trying to kill insects,to adjust posture
4087013668,1442,640,474,why did the baby throw the orange stuff back into the bowl,2,0,CW,play dough,feed the cat,play with food,cleaning up,feed the dog
4968805923,313,640,480,what is the man in white holding behind his back before he moved his arms,2,1,TP,airplane,kites,bat,racket,ball
8797589693,2699,640,480,what does the blonde lady do after the man in blue stands up at the start,0,5,TN,bites her pen,take step up,stand up,hold boy s hand,point at his basket
5173770364,2388,640,360,what does the baby do after removing her hand from the leg at the start,4,4,TN,plays with the baby,bounce the baby,clip the cord,touch the leg,put at foot instead
3441428429,2697,640,480,why does the female skater suddenly hook her arm around the make skater s arm,3,7,CW,perform for the audience,extend it,dance move,performing stunt,mimicking the tv show
6582763207,696,640,360,what is the girl holding as she hits the board in front of her,4,1,TC,rope,try to crawl,row using hands,look at her,sticks
4272084125,732,640,480,how is the lady trying to open the bottle,0,8,CH,twisting the cap,turn bottle upside down,hit bottle,hold a cup,bite the cap
4915733559,1069,640,480,why did the boy proceed to move towards a picture book after watching the phone,3,2,CW,to read the book,read to baby,see baby s reaction,got bored about phone,bring the book to lady
8064178441,2229,640,1138,why does the baby touch the toy in front of it,4,2,CW,part of performance,restless,not able to sit properly,teething,play with it
2535384528,378,640,480,how did the man in black manage to make the ball fly so far,1,0,CH,throw with right hand,hit hard,throw with left hand,kick it off,hurl it quickly
6443512089,2437,640,360,how does the child control the toy,2,1,CH,touch the toys,put in trolley and push,turning using hands,holds it,support
8547321641,327,640,362,what did the man do after the baby walked towards the sea at the end of the video,2,9,TN,throw mickey,turn the camera to face him,follow him,holds the rope on his shoulder,climbed onto the bounce house
5885887012,956,272,480,what does the baby do after stopping briefly at the start,1,3,TN,play with bottle,starts to push again,touch the cloth,crawling on the ground,reading book
2957808913,598,640,480,what do the men on stage do when the man in black jacket is dancing the street,0,2,TC,play musical instrument,singing,watch the man dancing,drink,smiling and laughing
3145698830,1763,640,480,why did the man point towards the stuffed toy after the middle,1,5,CW,moving the baby forward,point the place for baby to sit,suggest to move it away,help the baby fix the toy,stabilise toy
4798585428,2697,640,480,why did the man in red touch the yellow shirt man s hand after the yellow shirt man placed his arm on him,0,5,CW,signal him to put down paper,hear him talk,wake him up,to help,make vibrato
4412508597,358,640,480,what does the boy do as the lady in blue was sitting next to him,2,1,TC,watches the girl,in his mouth,wrap strap around his wrist,empty pumpkin,moving on the sofa
9409566840,1040,640,360,why does the brown dog turn away for a while near the end,0,3,CW,look at the black dog walking,to aim,distracted,resting,there is food there
3198533789,690,640,362,what roles does the man in orange play in the activity,1,1,TC,director,inspector,model,office worker,slave
2696280239,398,640,480,how does the bull move in the ring,1,5,CH,roll over in mud,galloping,controlled by the man,run in circle,controlled by ropes
3943634344,629,640,360,why is the lady holding a book in front of the girl,2,9,CW,reading something out of it,read to boy,let the baby recite,refer to lyrics,direct the baby s attention
5173770364,2388,640,360,what does the baby do after putting one hand on the adult s foot at the start,3,0,TN,moves her hand,push two blocks closer,bite sock some more,tap it,kiss them
6253433310,680,640,480,why did the boy repeatedly go in and out of the water,3,6,CW,swimming,prepare himself,trying to balance himself,enjoy going underwater,playing with water
4658396458,2160,640,424,why did the baby move the toy towards his mouth after taking it up,3,1,CW,fun,to eat more,check it out,wants to bite it,wants to play
5129152550,2697,640,480,how does the man speaking appear while giving the speech,3,6,TC,frustrated,happy,sleepy,serious,sad
3963997053,573,640,480,what does the man wearing cap backwards do when the car approaches him,2,5,TC,look at the red car,raise his hand,squat down,no reaction,touch his head
4333544549,1065,640,360,why did the man in blue touch his pocket in the middle,4,6,CW,get tissue,find wallet,take out dog food,find keys,take out a phone
5352022985,1411,640,360,what does the dog do after it was pattted by the woman,1,2,TN,look at girl,moves around,walk across,run away,walk away
6690256857,344,640,360,why is the boy scrubbing the dog s body,0,7,CW,bathing dog,let it walk,show to the girl,playing,sniffing present
3943634344,629,640,360,how did the girl move her arms while reading,1,5,CH,touch her face,up and down,touch lady,touch her toes,stretch above her head
4635309062,2076,640,480,what happens to the red meat in the pan after the man in white stirs it for a while,2,11,TN,yes,smiled and nodded,turns colour,step back and raise hands,take out the piece
2679328607,1047,320,240,how does he boy pass the toy back to the girl,3,8,CH,copy his facial expression,throw it,playing with her hair,drop on her lap,hugs the baby
6898821807,585,640,480,what does the baby do after grabbing the boy s hand,3,9,TN,looks at the baby,helps the baby walk,stares at camera,pushes it away,hold the man s hand
8132842161,1105,640,360,why did the boy in white stand on a higher ground when watching the show,3,3,CW,talking,to sniff,wanted to play with him,short,distracted
8211075660,1621,480,360,what does the man with the phone do after appearing at the side while the man in black was talking,4,0,TN,moves towards the window,ride away,serious,run past,stands still on the left
6253433310,680,640,480,why does the boy float up after going underneath water for some time,1,2,CW,get to the surface,breathe,prize for trick performance,waves are big,stay on the board
8252088130,426,640,360,how does the woman carry the bird,1,0,CH,sitting,with special glove,climb with leg,hold it tightly,carry using left arm
3155382178,858,640,480,why does the woman follow the ball for a long while,0,3,CW,playing with the ball,holding girl,rest and try again,send ball to baby,send ball to boy
3340340268,1289,640,480,why was the girl in green on the floor at the end,4,4,CW,stay in the sun,sit down,support herself to climb out,learn dancing,trip
3455926688,549,640,360,how is the kite moving,3,3,CH,moving right only,not moving,moving up only,sideways,moving down only
3708066257,477,640,480,what does the woman do after stretching her arms away from the man near the beginning,2,7,TN,crawl away and stand up,walk away,comes back towards the man,touch her own face,put her hands up
6618792571,2518,640,480,what did the girl do after she sat on the floor in the middle of the video,2,6,TN,carry baby up,lift up spoon,crawls,try standing again,turned behind
10042935613,1710,640,360,how does the shirtless man get the green food,2,9,CH,send by others,take over,pick it with hand,ask for help,dilivery
4483447009,775,640,480,why did the duck move its head when it walked,0,0,CW,looking around,helps them swim,follow the other duck,food to fall off,look where to go
6291413193,1980,640,480,how is the lady in white positioned in the water,0,4,TC,standing,look to the left,floating,sledding,drawing something
8464056582,1340,640,360,what does the dog do after looking at the hallway for a while at the end,1,7,TN,put something on the floor,walk around,went under sofa,sniff the bag and the wire,tried to play with the cat
9473479950,608,640,480,how did the lady react to the baby s movements,4,3,TC,with their legs,tried to touch camera,sitting by the side,playing with the baby,laugh
3708066257,477,640,480,what did the man and the lady do when dancing,4,2,CW,fight,step on each other's toes,fall down,sneeze,eye contact
3375218204,2241,640,480,what is the response of the man after the girl touches him at the start,0,6,TN,nod,wave to the girl,touch the girl's head,sit down,laughs
6964124866,515,640,360,how does the person direct the child attention s towards a picture,0,4,CH,point to the picture,put it in front of child,shine light on it,bite it,touch the child
4412508597,358,640,480,what does the lady in blue do as the boy was making funny faces,2,3,TC,smile and hug,shy,sit still,introduce how to make it,pat her head
3345608051,2250,640,480,how does one of the dog keep the other one pinned to the ground in the middle,4,7,CH,push it,shake dog s paw,jump up,kick the snow,bite its neck
4949582792,2639,640,360,why did the girl touch the baby pram at the start,1,0,CW,dancing,rock it,attract baby s attention,adjust,try to open it
5561024834,947,640,360,why does the boy tuck his head down on the bed near the end,1,2,CW,look for his blanket,playing,check under the bed,take a diaper,point to the video recorder
3303565503,1115,480,640,why is there another guy in white approach the man and the girl,4,2,CW,give flyers,pass them water bottles,dancing,game controller,director of shoot
2824317018,1606,500,375,why do the people wear thick clothing outside,2,3,CW,it is cold,snowfall outside,keep warm,as it s cold,working on snowy ground
8024853715,486,640,360,why does the child in multicolored dress move her hands,3,0,CW,to build mountains,try to hit the pinata,posing for the camera,pick up sand,build sandcastle
5297811305,720,640,360,what does the baby do after being pulled up by the woman at the start,3,5,TN,laugh,sit up,look into the camera,falls back down,put baby on leg
8563398032,2040,640,360,what does the man with black shirt with wording do after the other man leans back near the end,4,3,TN,look at computer,fall down the net,drink water,hand gesture,look at him
6272786009,535,640,384,why do the people on the boat move in a synchronised manner,1,3,CW,river flow,to go faster,not fall into water,choppy waves,flowing
6143391925,1206,640,480,what did the woman do after the baby kicked the ball at the end of the video,2,7,TN,touch ball,touch her feet,look at the baby,push handle,lie down too
5679866364,750,640,480,why did the man leading the group turn around to look back at the group,4,6,CW,maintain balance on board,passing ball to them,play,to see the shoreline,waiting for them to reach shore
8024853715,486,640,360,how did the girl in blue respond each time the girl in multicoloured dress pick up some sand,2,6,TC,watches the girl,sit down,knock away the sand,pull her away,grab the sand
7987845241,1511,640,1138,why is the woman in white rubbing the leg of the dog at the start of the video,3,0,CW,entangled by the leash,giving dog injection,trying to get baby s attention,preparing for injection,lady wants dog to sit down
4488066715,2638,320,240,why does the baby hold on to the whisk,4,0,CW,learn dancing,teething,look at something,avoid falling off swing,playing
5907839036,2697,640,360,why did the bald man reach out his hands while talking to the people beside,3,4,CW,wanted to hit someone,trying to catch ball,gesture to cameraman,discussing about the scenery,trying to feel wind
6413546609,1415,640,384,what does the person on the right do when the card is upside down,3,3,TC,adjust camera,throw card in the air,fold the card,flip upright,drop the card
3581585756,702,640,480,why is the girl touching her face in the beginning,0,3,CW,posing,cleaning her mouth,practicing cher,playing with baby,dancing
4179163342,2172,640,480,why did the children can not stop laughing after jumping around,4,5,CW,man is making baby laugh,ticklish,they are enjoying,enjoying the activity,excited
4782722858,1234,640,360,how did the ladies feel when performing to the crowd,2,8,TC,sleepy,shy,excited,annoyed,aggrieved
3372023610,1017,640,480,why does the woman in black lean forward and backwards while singing,1,2,CW,feel the music,dancing,sing together with her,to hit the beat,for her to sing
6168295272,446,640,360,why did the girl in blue jump at the end of the video,3,5,CW,dancing,to put in her mouth,jump of the stage,excited,engaged in conversation
2987766537,497,500,375,why did the baby cry at the end,2,0,CW,fall down,does nnt want the toy,cannot get up,more comfortable at crawling,boy takes away his toy
5521781780,2697,640,480,what were the two people with the umbrella doing as the other men walked past,1,8,TC,walking a dog,eating something,dancing,reading,having a picnic
11849091804,1296,640,360,how does the kid open the present,3,5,CH,crawling,grabbing on to the cot,sit up,tear bit by bit,sitting on table
5586394125,1128,640,360,how does the dog with red leash drink water,0,9,CH,from the red bucket,stand beside basin,use hose,from tap,from water bottle
3322503255,1233,320,240,what did the person in the middle do after he approached the plane,0,9,TN,bend down,skiing,sitting,continue eating,move phone away
4955723618,1831,640,480,why did the lady in black face the man in black beside her before she started talking into the mcirophone,4,8,CW,show agreement,laughing,learning,engrossed in performance,talk to that man
4765564263,420,640,480,why are there water flowing beside the orange sheet,3,5,CW,boy jumps into pool,raining,man hold the water pipe,water coming from sprinkler,near a waterfall
3711681535,1070,640,480,why is there a net below the woman seen at the end,3,5,CW,wipe glass,show baby leaves,prepare for the other to hit,for safety,look at the side
5635265624,584,480,640,why is the baby touching the bag beside her,4,3,CW,playing with keychain,obstacle on the path,see what is inside,pour item out,curious about texture
8604794910,405,640,360,what did the ball run out of the court near the end,0,9,CW,boy failed to catch it,hitted by girl,play with dog,girl throws it,kicked by boy
6201488511,2575,640,360,what did the lady do after she put her hand above her eyes in the middle of the video,2,4,TN,smiles at the baby,turned behind,looks round,looked at camera,smiles
5662041273,2697,640,480,why did the boy place the helicopter on the table,3,2,CW,did not want to play anymore,helicopter broke,to pass to father,to fly helicopter,helicopter was blocking the television
5875535585,2291,640,360,what is the man in stripe shirt doing as the man in black sings,0,8,TC,struming guitar,laugh,hold microphone stand,put down the glass,playing piano
4217422838,1261,640,480,what did the boy do with the wrappers after he tore them from the spear,4,7,TN,pick it up,moves the fork,stabilise himself,catch it,throw it aside
3595273118,375,640,480,why is a camera pointed at the man initally,1,2,CW,making a speech,taking photo of his speech,filming the boy,gesturing while talking,going with rhythm
3851913128,2235,640,480,how does the guy in red give instructions to others underwater,4,4,CH,using string,jump from pool edge,use float,paddle,hand signals
3359075894,414,640,480,what does the man in grey do after hitting the ball,0,6,TN,walk backwards,watching the game,kick some more,bend towards man in red,bend down
2717347132,818,640,480,what is the baby doing in this video,4,8,TC,squeezing a ball,playing in the walker,playing with train toy,learning to walk,touching blankets
6413546609,1415,640,384,what does the person on the right do after throwing all the cards on the floor,0,1,TN,clasp his hands together,give toys to woman in orange,show the residue box,shakes his hand,stand up on sofa
2930782930,939,640,480,what did the lady do after the baby moved his hand the first time,0,0,TN,waves her hand,put the red bowl on head,kiss the baby,hold onto her dress,feed another time
4584426085,2697,360,480,why did the puppy end up in front of the lady sitting cross legged at the end,0,9,CW,dragged over by lady,oversee them,attracted by toy car,sit on his own,leash got tangled
13296054183,303,640,1138,how do the man make sure that they do not lose each other when cycling,4,7,CH,controlling the handle,steering,bend properly and hold tightly on rope,stop halfway while cycling,keep up with each other pace
4955723618,1831,640,480,what did the lady in black do after the man next to her gave her a microphone,3,0,CH,hit them together,start singing,hand gestures,smile and speak to man,move fingers across piano
3843551232,696,480,360,why did the black dog prance upwards at the start of the video,0,1,CW,excited,talk to boy,help boy get up,pour content out,felt the person s hand
6205856607,978,272,480,what does the girl do after patting the horse,2,7,TN,rub baby s face with a cloth,moving,turn back to man,look at baby,ready to ride
11244289523,552,640,360,what did the lady in black do after the baby tried to reach for the fork,2,8,TN,pick up blanket,scoop and eat too,moves the plate,keeps it back,talk to the baby
3112351937,448,640,480,why is there something in the shirtless man s mouth,0,4,CW,get oxygen,got water in it,torchlight,towel,eating
2401167740,390,500,375,why did the man show his cup to the camera before drinking from it,1,0,CW,to thank the lady,explain to camera,to drink from it,to show off,to welcome the lady
3376544720,2158,352,288,what does the man in striped do after the man in black gets on the bull,4,8,TN,remove cap,put elbow up,ski down,talk,help out guy
13919236672,3924,640,360,what did the girl do after she picked the black hat up,4,4,TN,looked at it,rest her hand,put it somewhere else,look behind her,pick up blue object
2824317018,1606,500,375,why does the boy reach out his hand to the man at the beginning of the video,2,0,CW,pick up the stick,talking,get food,tired,pick up the present
6793786769,1158,640,360,how did the boy interact with the train in the middle of the video,0,7,CH,wait for it to come back,spinning the train,kicked with his legs,push the steering wheel,use sticks to hit
4658396458,2160,640,424,how did the pink basket toy move in the video,3,7,CH,put towel around,shake it,jumping,turn around,use hands
2679328607,1047,320,240,why does the boy in blue hold the toy in his mouth,2,3,CW,hands are occupied,make a funny pose,suck on it,take a picture with the toy,disturbing the girl
6988748711,1512,640,480,how does the woman in blue interact with the mud at the beginning,0,7,CH,step on it,with a shovel,running her feet on ground,wipe it with towel,dig a hole
4674481985,734,640,480,why is the group at the waterfall,2,0,CW,watch people paddling,water park,to jump into the water,near a waterfall,kayaking
7728559968,1480,640,360,how do the kittens try to grab hold of each other,1,7,CH,nail down their heads,arms and legs,jump over one another,attack the neck,tug the collar
2971556305,1459,640,480,how did the lady in pink take footage of the house to keep as memory,3,2,CH,with her phone,the garden of the house,the kitchen area,with her camera,walk up and down the stairs
6617533993,1384,640,1138,why did the girl hold onto the thing on top of the white toy in the middle of the video,0,2,CW,balancing the item,remove the strings,to pour into funnel,change its colour,dismantle the toy
9304738817,345,320,240,how does the baby feel playing with the swing,0,6,TC,excited,agitated,refreshing,upset,enjoy performance
5145526755,1675,640,360,why are there two people in the vehicle looking towards the lionesses,3,6,CW,look for dog,talking to each other,to point laser at them,observe them,try to attract baby s attention
6592821115,1800,640,424,why did the woman clap her hands after baby in polkadot fall in front of her,0,0,CW,happy that baby can walk himself,celebrate his birthday,try to comfort baby,playing with baby,dancing
5070310138,1603,640,480,where did the baby touched after he put his hand in his mouth,0,5,TN,nose,his palm,pacifier,tried to stuff more toy,reach hand out
2623954636,931,500,375,what did the boy do after he got up from the fall in the middle of the video,1,0,TN,hug girl,look at the camera,walk around,picks up the helicopter,pick the ball up
7288107396,507,640,360,how did the lady in pink ensure that the boy does not fall from the stairs,3,0,CH,carry him up,cheer for him,hold onto railing,hold his hand,hug his body
3456030972,755,640,480,why did a man in red stand next to the boy when he saw the boy distracted,3,4,CW,put toy away,boy s turn to play,decoration,make sure he focuses,shy
5047408177,648,320,240,why does the woman hold a shirt,3,2,CW,bring it to the warehouse,to be thrown away,giving them away,shake and fold it,make space for more clothes
8505893258,888,640,360,how do the girls react when interacting with the lady in pink,0,3,TC,smiling,cry,walk away,sit down,run away
6272786009,535,640,384,why do the people on the boat move their body,4,4,CW,kayaking,to get onto the boat,steer direction of the raft,diving,paddle harder
8531675050,1620,640,360,how do the people feel while being on the stage,4,5,TC,shy,restless,bored and sleepy,pleased,confident
4949582792,2639,640,360,what does the girl do after rocking the pram,0,1,TN,pick up the seatbelt,sits down,pour on dog,adjusts the baby in grey,walk away and play
2854886555,480,320,240,what did the boy do after picking the fruit,1,7,TN,looked down at ground,walked away,eat food,puts his hand on the baby,put hand inside the toy
5945172741,1593,640,480,why does the child in stripes climb onto the bed in the beginning,3,0,CW,entertain himself,wanted to sleep,resting,take ball from man,wanted to take his pillow
2925298951,398,640,480,how is the picture of the women being taken,1,4,CH,posing at the white wall,camera in front,with a phone,posing with the flowers,put arms around a man
2442307875,515,640,480,what do the children do after they moved their arms to the side in the middle,2,0,TN,close his eyes,turn around,change posture together,faster,look up smile and move hand
6895608152,2178,640,360,how do the people in red react when the person in white enters on stage,1,0,TC,stand in a line,move to stage edge,confident,continue talking,performing
4846820256,671,640,480,why is the camera lens blocked near the end of the video,1,5,CW,filming the sequence of events,person s finger,direct the boy s attention,done with talking,signal photo taken
10001787725,1021,640,360,what does the baby do as it tries to move forwards,0,7,TC,waddles up and down,reach for the bottle,reach for the flower,close his eyes,crawling on the ground
2957808913,598,640,480,what is the the man in black doing in the middle of the street,1,0,CW,lie down,dancing,to get the microphone,fight with others,parking
2824317018,1606,500,375,why did the girls approach the boy after he went sitting down on the bench,2,2,CW,wanted to draw together,to lift the bench together,talk to him,ask him for sweets,play together
10727696143,1821,640,480,what did the boy do after running to the door,1,5,TN,walk towards the toy,talk to person outside door,dance,run to kitchen,pet cat
7442562474,598,640,480,why did the white cat have one paw over the brown cat at the start,4,8,CW,hitting the brown cat,licking the brown cat,scared,no space to put the paw,resting the paw
4420239986,669,640,480,how did the cat stop the dog from biting it,2,1,CH,grab it,tries to jump over the dog,pushing dog away,lean on table,reach towards baby s hand
4010069381,369,640,480,what did the girl do at the end of the video,4,8,TC,run to camera,something behind the camera,hugs the man,turn the paper around to show the camera,talk to men
6516459343,2697,640,360,why are the men looking down at the shoe while the man in white is cutting it,2,6,CW,interested,head itchy,keep it stable,to swim,chef attire
6806999702,2697,640,360,what did the girl do after she finished playing with the ball at the end of the video,4,10,TN,touch man s head,pick up something,push green obstacle away,caress the cat,go to the adult
4636208292,2580,640,480,what does the people do after raising their glasses at the end,0,6,TN,touch each other s glasses,drink,dance,paint house,talk
8740703217,602,640,360,what does she do after she reaches to pick up another piece at the end of the video,4,3,TN,talk to men,point at something,do a peace sign,happy,push it down
7416295940,2388,640,384,why did the baby follow the man and scoop some sand after the man showed the baby how he filled the truck,0,1,CW,enjoy it,playing,move to different place,still alive,get rid of them
7059877301,918,640,480,what did the light brown dog do after it turned its body near the beginning of the video,0,0,TN,stuck out its tongue,went to another tub,runs after it,pat black and brown dogs,opened its eyes
4761953886,797,640,360,how did the dog positioned himself in the video,1,4,CH,in girl s lap,lying down,standing up,near the window,running around
3340340268,1289,640,480,what does the girl in red do after the girl in green removes the basket from her head,1,10,TN,hit her back,walks away,run and catch him,put hands together,swing
4635309062,2076,640,480,why did the white shirt man stop cooking halfway,0,0,CW,washing his hands,change another place,make room to perform,plastic blocking food,did not finish
7605329840,635,640,360,what does the man do as the children are blowing balloon,1,3,TC,afraid,interacting,try to catch it,walks away,pop
5129152550,2697,640,480,why do the people squint their eyes,0,8,CW,hot sun,unhappy,photo taking,looking at the screen,take pictures
10309542255,2566,640,480,how did the animals make sure that they do not get pushed too far off during the fight,3,5,CH,throw mud,stomp their feet,hurl a stone,push back,shout for help
3270490566,1515,640,480,what does the man playing the guitar on the left do after finishing the song,3,6,TN,pick up the black box,put down the guitar,clap,look behind him,pick up water bottle
3261079025,553,640,480,what was the man in grey doing as he was holding the plane,3,7,TC,smoking,jump up to throw it,walks away,looking at man with controller,running
4420239986,669,640,480,why did the dog open its mouth towards the cat repetitively,3,5,CW,paw at the dog,show the food,distracted by something else,want to bite cat,notices what cat does
3046900922,539,640,480,how does the man sweep the pile of leaves away,4,8,CH,using the pump,with a shovel,hold onto the side of board,run towards the wall,swinging the boy
2821788355,765,320,240,why did the man couch down,4,5,CW,to touch water,to splash water at dogs,scoop water for fishes,posing for camera,for balance
6297019062,1746,640,360,why did the baby in pink chair put her hand on her face in the middle of the video,1,8,CW,playing with the baby,smell his ribbon,pose,fell down,be shy
5919180502,1379,640,480,what does the woman in the hat do after looking at the camera,3,4,TN,hold up the bottle,laughs,standing at side of the path,says something,wipe her face
7888256388,658,640,480,what does the girl do as the dog was sniffing the lady s shoes,0,2,TC,stand at the back and watch,push dog away,hold the dog,sit on sofa,place paw on her palm
8403741210,1327,640,360,why is the face of the short hair girl so bright when she looks into the tablet,2,0,CW,looking at his ipad,watch something,screen is bright,show what she s talking about,writing on paper
8224504302,1290,640,480,what are the men holding onto when they speak,1,1,TC,phone,glasses,camera,microphone,milk pack
4744503881,488,640,480,why does the lady wearing black top come near the table at the end,1,0,CW,watching the boy playing the drums,ordered by customer,talk,talking to them,talking
3843551232,696,480,360,how did the black puppy react after sering the big dog wag its tail,3,7,TN,barked back,climb on it,move away,sniff the tail,walk to the man
2990321092,633,640,480,what did the man in black do each time he took a bite of his food,0,9,TC,chew,eat,give to another person,look at the baby,milk bottle
5406108447,1337,640,360,why did the girl bend forward a few times in the video,4,0,CW,drag the red box,to carry baby,to swing the hammock,to push her,pick up towel
11849091804,1296,640,360,why does the kid opening the gift nods his head very fast near the beginning,1,4,CW,imitate man,dancing,wants to eat,feed them,answering to someone
2821788355,765,320,240,what does the man do after crossing the wave caused by the speedboat,3,7,TN,boat capsized,throw something onto shore,grab float from back,touch the water,strokes his beard
4859057828,647,640,480,what did the two other ladies do after the lady in yellow stretch her arms out at the start,2,1,TN,sit down,grab her,put arms around each other,hold baby s waist,pointing and laughing
2552130183,2697,480,360,what does the baby do after holding tight to the lady s fingers,2,9,TN,put on keyboard,playing with the baby,trying to walk,put her hand on his forehead,kiss baby cheeks
2854886555,480,320,240,why is the boy wearing shades,3,1,CW,celebrate,protect from sun,cycling,it s sunny,illustrate what he is mimicking
3456030972,755,640,480,why did the boy stick his tongue out during the abacus class,3,0,CW,take turn to play,look at something,finish arranging,trying to be funny,gesturing to the girl
3719793245,342,640,480,how was the girl kept safe in vehicle,4,7,CH,baby restraint,wearing very thick clothing,adults holding her,safety harness,seat belt
4199369046,1717,640,360,how do other people react after the lady drinks from the cup,2,5,TN,walks to the boy,smile,clap their hands,laughs,sway her body
2623954636,931,500,375,why does the boy look under the table at the end of the video,1,2,CW,pick up the stick,ball is under the table,check for food stains,check for water drips,to keep something under table
3711681535,1070,640,480,why are there two men standing next to the woman at the top board,1,7,CW,watching the man write calligraphy,crewactivity member,dancing,servant,watching performance
4859057828,647,640,480,why did the lady in jacket walk towards the two ladies at the start,0,6,CW,to take a picture with them,guide her dance move,help girl stir,speaking to the audience,listen to man
6516459343,2697,640,360,why did the man in green hold up the shoe as he is speaking,1,1,CW,seek his help,emphasize his point,to camouflage,move out of the way,playing with it
5533380417,403,640,362,how did the man comfort the baby when he woke up,4,5,CH,give the toy back,use bib to wipe,play with baby,wave a toy,rock on the chair
3942617402,738,640,480,what happens to the train as it starts moving,4,4,TC,move backwards,their right,stops the engine,follow the train with eyes,more smoke comes out
5885887012,956,272,480,what does the baby do after she puts both hands on the pole after she stopped near the start,0,5,TN,balancing herself,kiss them,catch back balloon,sit down,move baby s hand
8107573462,406,640,360,why did the man hold the boy s hand,4,2,CW,push the boy,skiing together,to pick the boy up,pose with the boy,to support the boy
9473479950,608,640,480,what is the baby doing as he lied on the bed,3,4,TC,sleeping,touched the baby s back,toy giraffe,swinging arms and legs,raise his arm
3321261856,855,640,480,what did the cat do after looking at the bait that the girl is holding,3,1,TN,cut the meat,looked at the wall,walk past,touch it,lies down
5840177726,377,640,480,why did the man in brown jump up a little nearing the end,4,5,CW,hold the railings,wide hole on the ground,play with camera,excited,hump on the way
6329077812,1835,640,360,why did the lady hold the baby s head throughout the time,1,8,CW,make his hair neat,support baby,taking pictures,adjusting his hair,prevent him from knocking the door
2604394962,1078,640,480,how did the man make the toy seem like it is looking down from the great height,2,4,CH,turned the toy,push chair behind,pushing the neck downwards,spectacles,hold the toy s arm
4138579400,601,640,480,what is the boy doing,2,1,TC,playing driving game,kneeling down,playing with sticks,spinning,assembling structure and take out leaves
6443512089,2437,640,360,why does the child fall when the toy reaches the end of the ledge,0,2,CW,toy gets stuck,to balance the bike,to catch its attention,snow on the ground,to balance himself
5349766264,1884,640,362,why is the guy in chequered shirt bouncing up and down on the piano chair,3,3,CW,singing along,to arouse baby interest in playing,looking after them,moving his body with the rhythm,playing with him
11670386946,998,640,360,what does the man in brown do after smiling at the camera in the middle,2,4,TN,look around,drinks something,looks at paper,laugh,drink from cup
9528990839,427,640,480,why is the man seating behind the lady,1,7,CW,give her directions,passenger,filming her drive,there was no seat beside the lady,tying her hair
2824317018,1606,500,375,why did the girls bend down in front of the boy when talking to him,2,4,CW,take a closer look at him,look at the boy,to hear him,praise him,waiting for him to open present
9531760182,2097,640,480,why is the lady holding onto the bowl that the baby was holding at the beginning of the video,2,10,CW,move the toy,put on shelf,take away from him,pick up something on the floor,readjust baby s position
7887764754,1063,640,480,why did the baby keep swaying her legs,4,1,CW,to get the baby s attention,change posture,man is making baby laugh,play with the toy,excited
6329954198,692,640,360,why is the man in beige shirt looking down at the beginning of the video,4,8,CW,using his phone,checking,listening to music,holding a hen,looking at the man drawing
3060478605,432,320,240,what did the lady do after stopping the horse in the middle,0,3,TN,turned to right side,crawl,smiles,pick it up,swing around
2434859163,615,500,375,why are the polar bears kept behind the glass windows,3,0,CW,remove their snow,playing in ice water,eating food,safely watching,soak themselves in ice water
13919236672,3924,640,360,what did the girl do after she turned around herself at the beginning of the video,3,6,TN,swing her leg,put on her shoulder,get out of car,pick up something,adjust scarf
4006608424,2697,640,480,what does the man do after getting off the swing near the middle,4,6,TN,kick some more,dig deeper into box,throw the bucket,hit with bat,runs backward
10597533885,1728,640,360,what does the baby do after playing with the toy house in yellow at the end,3,5,TN,hiding,play the instrument,squat down,goes back to the original house,looked curiously
4707679105,965,640,480,why does the baby look up at the man in the middle of the video,0,5,CW,asking something,watch the man untie the toy,check if there s any milk left,to see how to move the rod,acts to sing
5129152550,2697,640,480,how do the people behind the man speaking react when listening to him,4,7,TC,microphone,listening attentively,looks in the camera,taking video,nod head
3943634344,629,640,360,why does the woman pull the girl s shoulder back at the start of the video,3,2,CW,looking at something,adjust her clothes,indicating to the camera man,get her attention,posing for photo
8224504302,1290,640,480,why do not the two men drink,2,0,CW,playing with girls,no drink left,focus on speech,busy eating,cover mouth with hands
2782658657,787,640,360,what does the girl in white do after looking down at the beginning,0,1,TN,turn behind,look into camera,continue talking,put plastic in pocket,place it on the top
8225502382,1468,640,360,how does the man feel after sliding down the top after the third attempt,4,10,TN,walk to girl,help the man,stop the bicycle,run to the field,happy
4798585428,2697,640,480,how did they pose for the photos initially,2,9,CH,light strings,watching on the tv,arms around each other,smile and wave,man made it
