vid_id,question,answer,s0,s1,s2,s3,s4
6964124866,how does the person direct the child attention s towards a picture,0,Direct the child's attention towards the picture by pointing to it.,Direct the child's attention towards the picture by putting it in front of them.,Direct the child's attention towards the picture by shining light on it.,Direct the child's attention towards the picture by biting it.,Direct the child's attention towards the picture by touching them.
4412508597,what does the lady in blue do as the boy was making funny faces,2,lady in blue smiles and hugs as the boy was making funny faces.,lady in blue shies as the boy was making funny faces.,lady in blue sits still as the boy was making funny faces.,lady in blue introduces how to make it as the boy was making funny faces.,lady in blue pats her head as the boy was making funny faces.
4949582792,why did the girl touch the baby pram at the start,1,The girl should touch the baby pram at the start by dancing.,The girl should touch the baby pram at the start by rocking it.,The girl should touch the baby pram at the start to attract the baby's attention.,The girl should touch the baby pram at the start to adjust it.,The girl should touch the baby pram at the start to try to open it.
5561024834,why does the boy tuck his head down on the bed near the end,1,The boy tucks his head down on the bed near the end to look for his blanket.,The boy tucks his head down on the bed near the end to play.,The boy tucks his head down on the bed near the end to check under the bed.,The boy tucks his head down on the bed near the end to take a diaper.,The boy tucks his head down on the bed near the end to point to the video recorder.
3303565503,why is there another guy in white approach the man and the girl,4,The guy in white approaches the man and the girl to give them flyers.,The guy in white approaches the man and the girl to pass them water bottles.,The guy in white approaches the man and the girl to dance.,The guy in white approaches the man and the girl with a game controller.,The guy in white approaches the man and the girl as the director of the shoot.
2824317018,why do the people wear thick clothing outside,2,people wear thick clothing outside because it is cold.,people wear thick clothing outside because there is snowfall outside.,people wear thick clothing outside to keep warm.,people wear thick clothing outside as it is cold.,people wear thick clothing outside when working on snowy ground.
8024853715,why does the child in multicolored dress move her hands,3,The child in multicolored dress moves her hands to build mountains.,The child in multicolored dress moves her hands to try to hit the pinata.,The child in multicolored dress moves her hands to pose for the camera.,The child in multicolored dress moves her hands to pick up sand.,The child in multicolored dress moves her hands to build a sandcastle.
5297811305,what does the baby do after being pulled up by the woman at the start,3,baby laughs after being pulled up by the woman at the start.,baby sits up after being pulled up by the woman at the start.,baby looks into the camera after being pulled up by the woman at the start.,baby falls back down after being pulled up by the woman at the start.,woman puts the baby on her leg after being pulled up by the woman at the start.
8563398032,what does the man with black shirt with wording do after the other man leans back near the end,4,man with black shirt with wording should look at the computer after the other man leans back near the end,man with black shirt with wording should fall down the net after the other man leans back near the end,man with black shirt with wording should drink water after the other man leans back near the end,man with black shirt with wording should make a hand gesture after the other man leans back near the end,man with black shirt with wording should look at him after the other man leans back near the end
6272786009,why do the people on the boat move in a synchronised manner,1,people on the boat move in a synchronised manner by following the river flow.,people on the boat move in a synchronised manner to go faster.,people on the boat move in a synchronised manner to not fall into the water.,people on the boat move in a synchronised manner due to choppy waves.,people on the boat move in a synchronised manner because the water is flowing.
6143391925,what did the woman do after the baby kicked the ball at the end of the video,2,woman touched the ball after the baby kicked it at the end of the video.,woman touched her feet after the baby kicked the ball at the end of the video.,woman looked at the baby after the baby kicked the ball at the end of the video.,woman pushed the handle after the baby kicked the ball at the end of the video.,woman lied down too after the baby kicked the ball at the end of the video.
5679866364,why did the man leading the group turn around to look back at the group,4,man leading the group turned around to look back at the group to maintain balance on board.,man leading the group turned around to look back at the group to pass the ball to them.,man leading the group turned around to look back at the group to play.,man leading the group turned around to look back at the group to see the shoreline.,man leading the group turned around to look back at the group to wait for them to reach shore.
4488066715,why does the baby hold on to the whisk,4,Hold on to the whisk to learn dancing.,Hold on to the whisk for teething.,Hold on to the whisk to look at something.,Hold on to the whisk to avoid falling off the swing.,Hold on to the whisk for playing.
6413546609,what does the person on the right do when the card is upside down,3,person on the right adjusts the camera when the card is upside down.,person on the right throws the card in the air when the card is upside down.,person on the right folds the card when the card is upside down.,person on the right flips the card upright when the card is upside down.,person on the right drops the card when the card is upside down.
3581585756,why is the girl touching her face in the beginning,0,girl touches her face in the beginning by posing.,girl touches her face in the beginning by cleaning her mouth.,girl touches her face in the beginning by practicing cher.,girl touches her face in the beginning by playing with baby.,girl touches her face in the beginning by dancing.
4179163342,why did the children can not stop laughing after jumping around,4,Make the man make the baby laugh,Make the children feel ticklish,Make the children enjoy themselves,Make the children enjoy the activity,Make the children feel excited
4782722858,how did the ladies feel when performing to the crowd,2,ladies felt sleepy when performing to the crowd.,ladies felt shy when performing to the crowd.,ladies felt excited when performing to the crowd.,ladies felt annoyed when performing to the crowd.,ladies felt aggrieved when performing to the crowd.
3372023610,why does the woman in black lean forward and backwards while singing,1,The woman in black should feel the music while singing,The woman in black should dance while singing,The woman in black should sing together with her while singing,The woman in black should hit the beat while singing,The woman in black should lean forward and backwards for her to sing
6168295272,why did the girl in blue jump at the end of the video,3,Jump at the end of the video while dancing.,Jump at the end of the video to put in her mouth.,Jump off the stage at the end of the video.,Jump at the end of the video because she is excited.,Jump at the end of the video while engaged in conversation.
5521781780,what were the two people with the umbrella doing as the other men walked past,1,Walk the dog while the other men walk past.,Eat something while the other men walk past.,Dance while the other men walk past.,Read while the other men walk past.,Have a picnic while the other men walk past.
11849091804,how does the kid open the present,3,The kid opens the present by crawling,The kid opens the present by grabbing on to the cot,The kid opens the present by sitting up,The kid opens the present by tearing bit by bit,The kid opens the present by sitting on table
5586394125,how does the dog with red leash drink water,0,dog with red leash drinks water by using the red bucket.,dog with red leash drinks water by standing beside the basin.,dog with red leash drinks water by using the hose.,dog with red leash drinks water by using the tap.,dog with red leash drinks water by using the water bottle.
3322503255,what did the person in the middle do after he approached the plane,0,person in the middle bent down after he approached the plane.,person in the middle skied after he approached the plane.,person in the middle sat after he approached the plane.,person in the middle continued eating after he approached the plane.,person in the middle moved the phone away after he approached the plane.
4765564263,why are there water flowing beside the orange sheet,3,"Jump into the pool, boy",Rain,"Hold the water pipe, man",Water coming from the sprinkler,Go near a waterfall
5635265624,why is the baby touching the bag beside her,4,"Baby, play with the keychain beside you.","Baby, treat the obstacle on the path beside you.","Baby, see what is inside the bag beside you.","Baby, pour the item out of the bag beside you.","Baby, be curious about the texture of the bag beside you."
8604794910,what did the ball run out of the court near the end,0,ball ran out of the court near the end because the boy failed to catch it.,ball ran out of the court near the end because it was hitted by the girl.,ball ran out of the court near the end because someone played with the dog.,ball ran out of the court near the end because the girl throws it.,ball ran out of the court near the end because it was kicked by the boy.
6201488511,what did the lady do after she put her hand above her eyes in the middle of the video,2,lady smiles at the baby after she puts her hand above her eyes in the middle of the video.,lady turns behind after she puts her hand above her eyes in the middle of the video.,lady looks round after she puts her hand above her eyes in the middle of the video.,lady looks at the camera after she puts her hand above her eyes in the middle of the video.,lady smiles after she puts her hand above her eyes in the middle of the video.
5662041273,why did the boy place the helicopter on the table,3,Place the helicopter on the table if you do not want to play anymore.,Place the helicopter on the table if the helicopter broke.,Place the helicopter on the table to pass to father.,Place the helicopter on the table to fly the helicopter.,Place the helicopter on the table if the helicopter was blocking the television.
5875535585,what is the man in stripe shirt doing as the man in black sings,0,man in stripe shirt is strumming the guitar as the man in black sings.,man in stripe shirt laughs as the man in black sings.,man in stripe shirt holds the microphone stand as the man in black sings.,man in stripe shirt puts down the glass as the man in black sings.,man in stripe shirt is playing the piano as the man in black sings.
4217422838,what did the boy do with the wrappers after he tore them from the spear,4,boy picks it up after he tore them from the spear.,boy moves the fork after he tore them from the spear.,boy stabilises himself after he tore them from the spear.,boy catches it after he tore them from the spear.,boy throws it aside after he tore them from the spear.
3595273118,why is a camera pointed at the man initally,1,Point the camera at the man initially while he is making a speech.,Point the camera at the man initially while he is taking a photo of his speech.,Point the camera at the man initially while he is filming the boy.,Point the camera at the man initially while he is gesturing while talking.,Point the camera at the man initially while he is going with rhythm.
3851913128,how does the guy in red give instructions to others underwater,4,guy in red gives instructions to others underwater by using string.,guy in red gives instructions to others underwater by jumping from the pool edge.,guy in red gives instructions to others underwater by using a float.,guy in red gives instructions to others underwater by paddling.,guy in red gives instructions to others underwater by using hand signals.
3359075894,what does the man in grey do after hitting the ball,0,man in grey walks backwards after hitting the ball.,man in grey watches the game after hitting the ball.,man in grey kicks some more after hitting the ball.,man in grey bends towards the man in red after hitting the ball.,man in grey bends down after hitting the ball.
2717347132,what is the baby doing in this video,4,"Squeeze the ball, baby!","Play in the walker, baby!","Play with the train toy, baby!","Learn to walk, baby!","Touch the blankets, baby!"
6413546609,what does the person on the right do after throwing all the cards on the floor,0,person on the right clasps his hands together after throwing all the cards on the floor.,person on the right gives toys to the woman in orange after throwing all the cards on the floor.,person on the right shows the residue box after throwing all the cards on the floor.,person on the right shakes his hand after throwing all the cards on the floor.,person on the right stands up on the sofa after throwing all the cards on the floor.
2930782930,what did the lady do after the baby moved his hand the first time,0,lady waves her hand after the baby moves his hand for the first time.,lady puts the red bowl on her head after the baby moves his hand for the first time.,lady kisses the baby after the baby moves his hand for the first time.,lady holds onto her dress after the baby moves his hand for the first time.,lady feeds the baby another time after the baby moves his hand for the first time.
4584426085,why did the puppy end up in front of the lady sitting cross legged at the end,0,Drag the puppy over to the lady sitting cross legged at the end.,Oversee them.,Attract the puppy with the toy car.,Sit on his own.,Untangle the leash.
13296054183,how do the man make sure that they do not lose each other when cycling,4,The man makes sure that they do not lose each other when cycling by controlling the handle.,The man makes sure that they do not lose each other when cycling by steering.,The man makes sure that they do not lose each other when cycling by bending properly and holding tightly on the rope.,The man makes sure that they do not lose each other when cycling by stopping halfway while cycling.,The man makes sure that they do not lose each other when cycling by keeping up with each other's pace.
4955723618,what did the lady in black do after the man next to her gave her a microphone,3,lady in black hits the microphone together after the man next to her gave her a microphone.,lady in black starts singing after the man next to her gave her a microphone.,lady in black uses hand gestures after the man next to her gave her a microphone.,lady in black smiles and speaks to the man after the man next to her gave her a microphone.,lady in black moves her fingers across the piano after the man next to her gave her a microphone.
3843551232,why did the black dog prance upwards at the start of the video,0,black dog pranced upwards at the start of the video because it was excited.,black dog pranced upwards at the start of the video because it wanted to talk to the boy.,black dog pranced upwards at the start of the video to help the boy get up.,black dog pranced upwards at the start of the video to pour content out.,black dog pranced upwards at the start of the video because it felt the person's hand.
6205856607,what does the girl do after patting the horse,2,girl rubs the baby's face with a cloth after patting the horse,girl moves after patting the horse,girl turns back to the man after patting the horse,girl looks at the baby after patting the horse,girl gets ready to ride after patting the horse
11244289523,what did the lady in black do after the baby tried to reach for the fork,2,The lady in black picks up the blanket after the baby tries to reach for the fork.,The lady in black scoops and eats too after the baby tries to reach for the fork.,The lady in black moves the plate after the baby tries to reach for the fork.,The lady in black keeps it back after the baby tries to reach for the fork.,The lady in black talks to the baby after the baby tries to reach for the fork.
3112351937,why is there something in the shirtless man s mouth,0,e is something in the shirtless man's mouth to get oxygen,There is something in the shirtless man's mouth because it got water in it,There is something in the shirtless man's mouth that is a torchlight,There is something in the shirtless man's mouth that is a towel,There is something in the shirtless man's mouth because he is eating
3376544720,what does the man in striped do after the man in black gets on the bull,4,man in striped removes his cap after the man in black gets on the bull.,man in striped puts his elbow up after the man in black gets on the bull.,man in striped ski down after the man in black gets on the bull.,man in striped talks after the man in black gets on the bull.,man in striped helps out guy after the man in black gets on the bull.
13919236672,what did the girl do after she picked the black hat up,4,girl looked at the black hat after she picked it up.,girl rested her hand after she picked the black hat up.,girl put the black hat somewhere else after she picked it up.,girl looked behind her after she picked the black hat up.,girl picked up a blue object after she picked the black hat up.
2824317018,why does the boy reach out his hand to the man at the beginning of the video,2,boy reaches out his hand to the man at the beginning of the video to pick up the stick.,boy reaches out his hand to the man at the beginning of the video to talk.,boy reaches out his hand to the man at the beginning of the video to get food.,boy reaches out his hand to the man at the beginning of the video because he is tired.,boy reaches out his hand to the man at the beginning of the video to pick up the present.
6793786769,how did the boy interact with the train in the middle of the video,0,boy interacted with the train in the middle of the video by waiting for it to come back.,boy interacted with the train in the middle of the video by spinning the train.,boy interacted with the train in the middle of the video by kicking with his legs.,boy interacted with the train in the middle of the video by pushing the steering wheel.,boy interacted with the train in the middle of the video by using sticks to hit.
4658396458,how did the pink basket toy move in the video,3,pink basket toy moved in the video by putting a towel around it.,pink basket toy moved in the video by shaking it.,pink basket toy moved in the video by jumping.,pink basket toy moved in the video by turning around.,pink basket toy moved in the video by using hands.
2679328607,why does the boy in blue hold the toy in his mouth,2,The boy in blue holds the toy in his mouth because his hands are occupied.,The boy in blue holds the toy in his mouth to make a funny pose.,The boy in blue holds the toy in his mouth to suck on it.,The boy in blue holds the toy in his mouth to take a picture with it.,The boy in blue holds the toy in his mouth to disturb the girl.
6988748711,how does the woman in blue interact with the mud at the beginning,0,woman in blue interacts with the mud at the beginning by stepping on it.,woman in blue interacts with the mud at the beginning with a shovel.,woman in blue interacts with the mud at the beginning by running her feet on the ground.,woman in blue interacts with the mud at the beginning by wiping it with a towel.,woman in blue interacts with the mud at the beginning by digging a hole.
7728559968,how do the kittens try to grab hold of each other,1,The kittens try to grab hold of each other by nailing down their heads.,The kittens try to grab hold of each other by using their arms and legs.,The kittens try to grab hold of each other by jumping over one another.,The kittens try to grab hold of each other by attacking the neck.,The kittens try to grab hold of each other by tugging the collar.
6617533993,why did the girl hold onto the thing on top of the white toy in the middle of the video,0,girl held onto the thing on top of the white toy in the middle of the video to balance the item.,girl held onto the thing on top of the white toy in the middle of the video to remove the strings.,girl held onto the thing on top of the white toy in the middle of the video to pour into the funnel.,girl held onto the thing on top of the white toy in the middle of the video to change its colour.,girl held onto the thing on top of the white toy in the middle of the video to dismantle the toy.
9304738817,how does the baby feel playing with the swing,0,baby feels excited playing with the swing.,baby feels agitated playing with the swing.,baby feels refreshed playing with the swing.,baby feels upset playing with the swing.,baby enjoys the performance playing with the swing.
5145526755,why are there two people in the vehicle looking towards the lionesses,3,Look for the dog in the vehicle while looking towards the lionesses,Talk to each other in the vehicle while looking towards the lionesses,Point the laser at them in the vehicle while looking towards the lionesses,Observe them in the vehicle while looking towards the lionesses,Try to attract the baby's attention in the vehicle while looking towards the lionesses
6592821115,why did the woman clap her hands after baby in polkadot fall in front of her,0,clap your hands after the baby in polkadot falls in front of you to show that you're happy that he can walk himself,clap your hands after the baby in polkadot falls in front of you to celebrate his birthday,clap your hands after the baby in polkadot falls in front of you to try to comfort him,clap your hands after the baby in polkadot falls in front of you to play with him,clap your hands after the baby in polkadot falls in front of you to dance
2623954636,what did the boy do after he got up from the fall in the middle of the video,1,The boy hugged the girl after he got up from the fall in the middle of the video.,The boy looked at the camera after he got up from the fall in the middle of the video.,The boy walked around after he got up from the fall in the middle of the video.,The boy picked up the helicopter after he got up from the fall in the middle of the video.,The boy picked the ball up after he got up from the fall in the middle of the video.
7288107396,how did the lady in pink ensure that the boy does not fall from the stairs,3,The lady in pink ensures that the boy does not fall from the stairs by carrying him up.,The lady in pink ensures that the boy does not fall from the stairs by cheering for him.,The lady in pink ensures that the boy does not fall from the stairs by holding onto the railing.,The lady in pink ensures that the boy does not fall from the stairs by holding his hand.,The lady in pink ensures that the boy does not fall from the stairs by hugging his body.
3456030972,why did a man in red stand next to the boy when he saw the boy distracted,3,The man in red stood next to the boy when he saw the boy distracted to put the toy away.,The man in red stood next to the boy when he saw the boy distracted for the boy to take his turn to play.,The man in red stood next to the boy when he saw the boy distracted for decoration.,The man in red stood next to the boy when he saw the boy distracted to make sure he focuses.,The man in red stood next to the boy when he saw the boy distracted because shy.
5047408177,why does the woman hold a shirt,3,woman holds a shirt to bring it to the warehouse.,woman holds a shirt to throw it away.,woman holds a shirt to give it away.,woman holds a shirt to shake and fold it.,woman holds a shirt to make space for more clothes.
8505893258,how do the girls react when interacting with the lady in pink,0,The girls smile when interacting with the lady in pink,The girls cry when interacting with the lady in pink,The girls walk away when interacting with the lady in pink,The girls sit down when interacting with the lady in pink,The girls run away when interacting with the lady in pink
6272786009,why do the people on the boat move their body,4,People on the boat move their body by kayaking.,People on the boat move their body to get onto the boat.,People on the boat move their body to steer the direction of the raft.,People on the boat move their body by diving.,People on the boat move their body to paddle harder.
8531675050,how do the people feel while being on the stage,4,people feel shy while being on the stage.,people feel restless while being on the stage.,people feel bored and sleepy while being on the stage.,people feel pleased while being on the stage.,people feel confident while being on the stage.
4949582792,what does the girl do after rocking the pram,0,girl picks up the seatbelt after rocking the pram.,girl sits down after rocking the pram.,girl pours on the dog after rocking the pram.,girl adjusts the baby in grey after rocking the pram.,girl walks away and plays after rocking the pram.
2854886555,what did the boy do after picking the fruit,1,boy looked down at the ground after picking the fruit.,boy walked away after picking the fruit.,boy ate food after picking the fruit.,boy puts his hand on the baby after picking the fruit.,boy put his hand inside the toy after picking the fruit.
5945172741,why does the child in stripes climb onto the bed in the beginning,3,child in stripes climbs onto the bed in the beginning to entertain himself.,child in stripes climbs onto the bed in the beginning because he wanted to sleep.,child in stripes climbs onto the bed in the beginning to rest.,child in stripes climbs onto the bed in the beginning to take the ball from the man.,child in stripes climbs onto the bed in the beginning because he wanted to take his pillow.
2925298951,how is the picture of the women being taken,1,picture of the women is being taken by posing at the white wall.,picture of the women is being taken with the camera in front.,picture of the women is being taken with a phone.,picture of the women is being taken by posing with the flowers.,picture of the women is being taken by putting arms around a man.
2442307875,what do the children do after they moved their arms to the side in the middle,2,children close their eyes after they move their arms to the side in the middle.,children turn around after they move their arms to the side in the middle.,children change posture together after they move their arms to the side in the middle.,children go faster after they move their arms to the side in the middle.,"children look up, smile, and move their hands after they move their arms to the side in the middle."
4846820256,why is the camera lens blocked near the end of the video,1,Block the camera lens near the end of the video by filming the sequence of events.,Block the camera lens near the end of the video with a person's finger.,Block the camera lens near the end of the video to direct the boy's attention.,Block the camera lens near the end of the video when done with talking.,Block the camera lens near the end of the video to signal that a photo is taken.
10001787725,what does the baby do as it tries to move forwards,0,The baby waddles up and down as it tries to move forward.,The baby reaches for the bottle as it tries to move forward.,The baby reaches for the flower as it tries to move forward.,The baby closes his eyes as it tries to move forward.,The baby crawls on the ground as it tries to move forward.
2957808913,what is the the man in black doing in the middle of the street,1,man in black lies down in the middle of the street.,man in black dances in the middle of the street.,man in black gets the microphone in the middle of the street.,man in black fights with others in the middle of the street.,man in black parks in the middle of the street.
10727696143,what did the boy do after running to the door,1,The boy walks towards the toy after running to the door.,The boy talks to the person outside the door after running to the door.,The boy dances after running to the door.,The boy runs to the kitchen after running to the door.,The boy pets the cat after running to the door.
7442562474,why did the white cat have one paw over the brown cat at the start,4,The white cat had one paw over the brown cat at the start by hitting the brown cat.,The white cat had one paw over the brown cat at the start by licking the brown cat.,The white cat had one paw over the brown cat at the start because it was scared.,The white cat had one paw over the brown cat at the start because there was no space to put the paw.,The white cat had one paw over the brown cat at the start by resting the paw.
4420239986,how did the cat stop the dog from biting it,2,The cat stopped the dog from biting it by grabbing it.,The cat stopped the dog from biting it by trying to jump over the dog.,The cat stopped the dog from biting it by pushing the dog away.,The cat stopped the dog from biting it by leaning on the table.,The cat stopped the dog from biting it by reaching towards the baby's hand.
4010069381,what did the girl do at the end of the video,4,girl runs to the camera at the end of the video.,girl does something behind the camera at the end of the video.,girl hugs the man at the end of the video.,girl turns the paper around to show the camera at the end of the video.,girl talks to men at the end of the video.
6516459343,why are the men looking down at the shoe while the man in white is cutting it,2,men look down at the shoe while the man in white is cutting it because they are interested.,men look down at the shoe while the man in white is cutting it because their head is itchy.,men look down at the shoe while the man in white is cutting it to keep it stable.,men look down at the shoe while the man in white is cutting it to swim.,men look down at the shoe while the man in white is cutting it because of their chef attire.
6806999702,what did the girl do after she finished playing with the ball at the end of the video,4,girl should touch the man's head after she finishes playing with the ball at the end of the video.,girl should pick up something after she finishes playing with the ball at the end of the video.,girl should push the green obstacle away after she finishes playing with the ball at the end of the video.,girl should caress the cat after she finishes playing with the ball at the end of the video.,girl should go to the adult after she finishes playing with the ball at the end of the video.
4636208292,what does the people do after raising their glasses at the end,0,People touch each other's glasses after raising their glasses at the end.,People drink after raising their glasses at the end.,People dance after raising their glasses at the end.,People paint the house after raising their glasses at the end.,People talk after raising their glasses at the end.
8740703217,what does she do after she reaches to pick up another piece at the end of the video,4,talks to men after she reaches to pick up another piece at the end of the video.,points at something after she reaches to pick up another piece at the end of the video.,does a peace sign after she reaches to pick up another piece at the end of the video.,is happy after she reaches to pick up another piece at the end of the video.,pushes it down after she reaches to pick up another piece at the end of the video.
7416295940,why did the baby follow the man and scoop some sand after the man showed the baby how he filled the truck,0,baby followed the man and scooped some sand after the man showed the baby how he filled the truck to enjoy it.,baby followed the man and scooped some sand after the man showed the baby how he filled the truck to play.,baby followed the man and scooped some sand after the man showed the baby how he filled the truck to move to a different place.,baby followed the man and scooped some sand after the man showed the baby how he filled the truck to still be alive.,baby followed the man and scooped some sand after the man showed the baby how he filled the truck to get rid of them.
7059877301,what did the light brown dog do after it turned its body near the beginning of the video,0,The light brown dog stuck out its tongue after it turned its body near the beginning of the video.,The light brown dog went to another tub after it turned its body near the beginning of the video.,The light brown dog runs after it after it turned its body near the beginning of the video.,The light brown dog pats black and brown dogs after it turned its body near the beginning of the video.,The light brown dog opened its eyes after it turned its body near the beginning of the video.
4761953886,how did the dog positioned himself in the video,1,The dog positioned itself in the video in the girl's lap.,The dog positioned itself in the video by lying down.,The dog positioned itself in the video by standing up.,The dog positioned itself in the video near the window.,The dog positioned itself in the video by running around.
3340340268,what does the girl in red do after the girl in green removes the basket from her head,1,girl in red hits her back after the girl in green removes the basket from her head.,girl in red walks away after the girl in green removes the basket from her head.,girl in red runs and catches him after the girl in green removes the basket from her head.,girl in red puts her hands together after the girl in green removes the basket from her head.,girl in red swings after the girl in green removes the basket from her head.
7605329840,what does the man do as the children are blowing balloon,1,The man is afraid as the children are blowing balloon,The man interacts as the children are blowing balloon,The man tries to catch it as the children are blowing balloon,The man walks away as the children are blowing balloon,The man pops as the children are blowing balloon
5129152550,why do the people squint their eyes,0,People squint their eyes because of the hot sun.,People squint their eyes because they are unhappy.,People squint their eyes because of photo taking.,People squint their eyes because they are looking at the screen.,People squint their eyes to take pictures.
10309542255,how did the animals make sure that they do not get pushed too far off during the fight,3,Make sure to throw mud to not get pushed too far off during the fight.,Be sure to stomp your feet to not get pushed too far off during the fight.,Hurl a stone to make sure you do not get pushed too far off during the fight.,Push back to ensure that you do not get pushed too far off during the fight.,Shout for help to make sure you do not get pushed too far off during the fight.
3270490566,what does the man playing the guitar on the left do after finishing the song,3,The man playing the guitar on the left picks up the black box after finishing the song.,The man playing the guitar on the left puts down the guitar after finishing the song.,The man playing the guitar on the left claps after finishing the song.,The man playing the guitar on the left looks behind him after finishing the song.,The man playing the guitar on the left picks up the water bottle after finishing the song.
3261079025,what was the man in grey doing as he was holding the plane,3,man in grey was smoking as he was holding the plane.,man in grey jump up to throw it as he was holding the plane.,man in grey walks away as he was holding the plane.,man in grey was looking at the man with the controller as he was holding the plane.,man in grey was running as he was holding the plane.
4420239986,why did the dog open its mouth towards the cat repetitively,3,dog opened its mouth towards the cat repetitively because it wants to paw at the dog.,dog opened its mouth towards the cat repetitively because it wants to show the food.,dog opened its mouth towards the cat repetitively because it is distracted by something else.,dog opened its mouth towards the cat repetitively because it wants to bite the cat.,dog opened its mouth towards the cat repetitively because it notices what the cat does.
3046900922,how does the man sweep the pile of leaves away,4,the man sweeps the pile of leaves away by using the pump,the man sweeps the pile of leaves away with a shovel,the man sweeps the pile of leaves away by holding onto the side of the board,the man sweeps the pile of leaves away by running towards the wall,the man sweeps the pile of leaves away by swinging the boy
2821788355,why did the man couch down,4,Couch down to touch water.,Couch down to splash water at dogs.,Couch down to scoop water for fishes.,Couch down to pose for camera.,Couch down for balance.
5919180502,what does the woman in the hat do after looking at the camera,3,woman in the hat holds up the bottle after looking at the camera.,woman in the hat laughs after looking at the camera.,woman in the hat stands at the side of the path after looking at the camera.,woman in the hat says something after looking at the camera.,woman in the hat wipes her face after looking at the camera.
7888256388,what does the girl do as the dog was sniffing the lady s shoes,0,Stand at the back and watch as the dog sniffs the lady's shoes.,Push the dog away as the dog sniffs the lady's shoes.,Hold the dog as the dog sniffs the lady's shoes.,Sit on the sofa as the dog sniffs the lady's shoes.,Place the paw on her palm as the dog sniffs the lady's shoes.
8403741210,why is the face of the short hair girl so bright when she looks into the tablet,2,face of the short hair girl is so bright when she looks into the tablet by looking at his ipad.,face of the short hair girl is so bright when she looks into the tablet by watching something.,face of the short hair girl is so bright when she looks into the tablet because the screen is bright.,face of the short hair girl is so bright when she looks into the tablet because it shows what she's talking about.,face of the short hair girl is so bright when she looks into the tablet because she is writing on paper.
8224504302,what are the men holding onto when they speak,1,men are holding onto the phone when they speak.,men are holding onto the glasses when they speak.,men are holding onto the camera when they speak.,men are holding onto the microphone when they speak.,men are holding onto the milk pack when they speak.
4744503881,why does the lady wearing black top come near the table at the end,1,The lady wearing the black top comes near the table at the end by watching the boy playing the drums.,The lady wearing the black top comes near the table at the end by being ordered by the customer.,The lady wearing the black top comes near the table at the end by talking.,The lady wearing the black top comes near the table at the end by talking to them.,The lady wearing the black top comes near the table at the end by talking.
3843551232,how did the black puppy react after sering the big dog wag its tail,3,The black puppy reacted by barking back after seeing the big dog wag its tail.,The black puppy reacted by climbing on it after seeing the big dog wag its tail.,The black puppy reacted by moving away after seeing the big dog wag its tail.,The black puppy reacted by sniffing the tail after seeing the big dog wag its tail.,The black puppy reacted by walking to the man after seeing the big dog wag its tail.
2990321092,what did the man in black do each time he took a bite of his food,0,The man in black chewed each time he took a bite of his food.,The man in black ate each time he took a bite of his food.,The man in black gave the food to another person each time he took a bite.,The man in black looked at the baby each time he took a bite of his food.,The man in black drank from a milk bottle each time he took a bite of his food.
11849091804,why does the kid opening the gift nods his head very fast near the beginning,1,kid opening the gift nods his head very fast near the beginning to imitate the man.,kid opening the gift nods his head very fast near the beginning to dance.,kid opening the gift nods his head very fast near the beginning to want to eat.,kid opening the gift nods his head very fast near the beginning to feed them.,kid opening the gift nods his head very fast near the beginning to answer to someone.
2821788355,what does the man do after crossing the wave caused by the speedboat,3,The man crosses the wave caused by the speedboat and capsizes the boat.,The man crosses the wave caused by the speedboat and throws something onto shore.,The man crosses the wave caused by the speedboat and grabs the float from the back.,The man crosses the wave caused by the speedboat and touches the water.,The man crosses the wave caused by the speedboat and strokes his beard.
4859057828,what did the two other ladies do after the lady in yellow stretch her arms out at the start,2,Two other ladies sit down after the lady in yellow stretches her arms out at the start.,Two other ladies grab her after the lady in yellow stretches her arms out at the start.,Two other ladies put their arms around each other after the lady in yellow stretches her arms out at the start.,Two other ladies hold the baby's waist after the lady in yellow stretches her arms out at the start.,Two other ladies point and laugh after the lady in yellow stretches her arms out at the start.
2552130183,what does the baby do after holding tight to the lady s fingers,2,baby puts on the keyboard after holding tight to the lady's fingers.,baby plays with the baby after holding tight to the lady's fingers.,baby tries to walk after holding tight to the lady's fingers.,baby puts her hand on his forehead after holding tight to the lady's fingers.,baby kisses baby cheeks after holding tight to the lady's fingers.
2854886555,why is the boy wearing shades,3,The boy wears shades to celebrate.,The boy wears shades to protect from the sun.,The boy wears shades while cycling.,The boy wears shades because it's sunny.,The boy wears shades to illustrate what he is mimicking.
3719793245,how was the girl kept safe in vehicle,4,Keep the girl safe in the vehicle by using a baby restraint,Keep the girl safe in the vehicle by wearing very thick clothing,Keep the girl safe in the vehicle by having adults hold her,Keep the girl safe in the vehicle by using a safety harness,Keep the girl safe in the vehicle by using a seat belt
4199369046,how do other people react after the lady drinks from the cup,2,Other people walk to the boy after the lady drinks from the cup.,Other people smile after the lady drinks from the cup.,Other people clap their hands after the lady drinks from the cup.,Other people laugh after the lady drinks from the cup.,Other people sway their bodies after the lady drinks from the cup.
3711681535,why are there two men standing next to the woman at the top board,1,The two men stand next to the woman at the top board to watch the man write calligraphy.,The two men stand next to the woman at the top board as crew activity members.,The two men stand next to the woman at the top board to dance.,The two men stand next to the woman at the top board as servants.,The two men stand next to the woman at the top board to watch the performance.
